2019-01-01 00:00:00;2019-12-31 00:00:00;5400
2020-01-01 00:00:00;2020-12-31 00:00:00;5616
2021-01-01 00:00:00;2021-12-31 00:00:00;5841
2022-01-01 00:00:00;2022-12-31 00:00:00;6075
